order_id,sku,qty,amount,fail_at,comp_fail_at
ORD000215,ADAPTER-USB-C,10,1513.0,,
ORD000216,BATTERY-AA,7,1903.23,,
ORD000217,BATTERY-AA,8,2175.12,,
ORD000218,GADGET-X,8,1752.08,,
ORD000219,ADAPTER-USB-C,5,756.5,,
ORD000220,GIZMO-PRO,5,1001.8,,
ORD000221,BATTERY-AA,8,2175.12,,
ORD000222,GIZMO-PRO,5,1001.8,,
ORD000223,ADAPTER-USB-C,2,302.6,,
ORD000224,SENSOR-T1,4,1540.52,,
ORD000225,SENSOR-T1,6,2310.78,,
ORD000226,MODULE-Z,9,3272.49,,
ORD000227,WIDGET-B,3,387.0,,
ORD000228,GADGET-X,4,876.04,,
ORD000229,CABLE-2M,3,1323.54,,
ORD000230,GIZMO-PRO,2,400.72,inventory,
ORD000231,CABLE-2M,7,3088.26,,
ORD000232,MODULE-Z,9,3272.49,,
ORD000233,ADAPTER-USB-C,7,1059.1,,
ORD000234,WIDGET-A,4,1400.76,,
ORD000235,CABLE-2M,7,3088.26,,
ORD000236,PANEL-40W,1,130.73,,
ORD000237,PANEL-40W,7,915.11,,
ORD000238,ADAPTER-USB-C,1,151.3,,
ORD000239,MODULE-Z,5,1818.05,,
ORD000240,CABLE-2M,7,3088.26,,
ORD000241,BATTERY-AA,9,2447.01,,
ORD000242,PANEL-40W,4,522.92,,
ORD000243,ADAPTER-USB-C,4,605.2,,
ORD000244,SENSOR-T1,7,2695.91,,
ORD000245,ADAPTER-USB-C,1,151.3,,
ORD000246,CABLE-2M,6,2647.08,,
ORD000247,CABLE-2M,3,1323.54,,
ORD000248,ADAPTER-USB-C,3,453.9,,
ORD000249,PANEL-40W,9,1176.57,,
ORD000250,WIDGET-A,7,2451.33,,
ORD000251,PANEL-40W,10,1307.3,,
ORD000252,WIDGET-A,2,700.38,,
ORD000253,CABLE-2M,3,1323.54,,
ORD000254,ADAPTER-USB-C,3,453.9,,
ORD000255,WIDGET-A,5,1750.95,,
ORD000256,CABLE-2M,6,2647.08,,
ORD000257,GIZMO-PRO,8,1602.88,,
ORD000258,MODULE-Z,6,2181.66,,
ORD000259,CABLE-2M,5,2205.9,,
ORD000260,CABLE-2M,5,2205.9,,
ORD000261,WIDGET-B,8,1032.0,,
ORD000262,WIDGET-A,9,3151.71,,
ORD000263,WIDGET-A,6,2101.14,,
ORD000264,GIZMO-PRO,2,400.72,,
ORD000265,WIDGET-A,1,350.19,,
ORD000266,GIZMO-PRO,4,801.44,,
ORD000267,WIDGET-A,10,3501.9,,
ORD000268,GADGET-X,4,876.04,,
ORD000269,GADGET-X,8,1752.08,,
ORD000270,WIDGET-B,10,1290.0,,
ORD000271,GIZMO-PRO,8,1602.88,,
ORD000272,SENSOR-T1,6,2310.78,inventory,
ORD000273,GADGET-X,10,2190.1,,
ORD000274,PANEL-40W,2,261.46,,
ORD000275,GADGET-X,5,1095.05,,
ORD000276,WIDGET-B,10,1290.0,,
ORD000277,WIDGET-A,5,1750.95,,
ORD000278,PANEL-40W,7,915.11,,
ORD000279,CABLE-2M,4,1764.72,,
ORD000280,WIDGET-B,10,1290.0,,
ORD000281,GIZMO-PRO,2,400.72,,
ORD000282,SENSOR-T1,10,3851.3,,
ORD000283,WIDGET-B,10,1290.0,,
ORD000284,WIDGET-A,6,2101.14,,
ORD000285,BATTERY-AA,7,1903.23,inventory,
ORD000286,MODULE-Z,2,727.22,,
ORD000287,BATTERY-AA,6,1631.34,,
ORD000288,WIDGET-A,7,2451.33,,
ORD000289,ADAPTER-USB-C,2,302.6,,
ORD000290,CABLE-2M,6,2647.08,,
ORD000291,ADAPTER-USB-C,3,453.9,,
ORD000292,CABLE-2M,3,1323.54,,
ORD000293,BATTERY-AA,5,1359.45,inventory,
ORD000294,PANEL-40W,9,1176.57,,
ORD000295,ADAPTER-USB-C,8,1210.4,,
ORD000296,CABLE-2M,10,4411.8,,
ORD000297,SENSOR-T1,6,2310.78,,
ORD000298,GIZMO-PRO,2,400.72,,
ORD000299,SENSOR-T1,8,3081.04,,
ORD000300,GIZMO-PRO,8,1602.88,,
ORD000301,PANEL-40W,10,1307.3,,
ORD000302,CABLE-2M,6,2647.08,,
ORD000303,WIDGET-A,8,2801.52,,
ORD000304,MODULE-Z,3,1090.83,,
ORD000305,ADAPTER-USB-C,4,605.2,,
ORD000306,MODULE-Z,5,1818.05,,
ORD000307,MODULE-Z,5,1818.05,,
ORD000308,PANEL-40W,5,653.65,,
ORD000309,BATTERY-AA,1,271.89,,
ORD000310,BATTERY-AA,4,1087.56,,
ORD000311,WIDGET-B,4,516.0,,
ORD000312,CABLE-2M,8,3529.44,,
ORD000313,BATTERY-AA,4,1087.56,,
ORD000314,ADAPTER-USB-C,8,1210.4,,
ORD000315,ADAPTER-USB-C,1,151.3,,
ORD000316,WIDGET-B,5,645.0,,
ORD000317,GIZMO-PRO,7,1402.52,,
ORD000318,GIZMO-PRO,5,1001.8,,
ORD000319,PANEL-40W,6,784.38,,
ORD000320,ADAPTER-USB-C,9,1361.7,,
ORD000321,BATTERY-AA,6,1631.34,,
ORD000322,CABLE-2M,9,3970.62,,
ORD000323,MODULE-Z,6,2181.66,order,
ORD000324,ADAPTER-USB-C,5,756.5,,
ORD000325,SENSOR-T1,5,1925.65,,
ORD000326,GIZMO-PRO,2,400.72,,
ORD000327,GIZMO-PRO,6,1202.16,inventory,
ORD000328,WIDGET-B,9,1161.0,,
ORD000329,GADGET-X,4,876.04,,
ORD000330,GIZMO-PRO,8,1602.88,,
ORD000331,SENSOR-T1,10,3851.3,,
ORD000332,BATTERY-AA,10,2718.9,,
ORD000333,SENSOR-T1,2,770.26,,
ORD000334,GIZMO-PRO,5,1001.8,,
ORD000335,GIZMO-PRO,6,1202.16,,
ORD000336,GADGET-X,5,1095.05,,
ORD000337,WIDGET-A,9,3151.71,,
ORD000338,GADGET-X,5,1095.05,,
ORD000339,WIDGET-A,1,350.19,,
ORD000340,BATTERY-AA,5,1359.45,,
ORD000341,GADGET-X,8,1752.08,,
ORD000342,WIDGET-B,1,129.0,,
ORD000343,PANEL-40W,5,653.65,,
ORD000344,ADAPTER-USB-C,8,1210.4,,
ORD000345,ADAPTER-USB-C,6,907.8,,
ORD000346,GADGET-X,1,219.01,,
ORD000347,SENSOR-T1,8,3081.04,,
ORD000348,WIDGET-B,2,258.0,,
ORD000349,CABLE-2M,8,3529.44,,
ORD000350,WIDGET-B,10,1290.0,,
ORD000351,WIDGET-A,3,1050.57,,
ORD000352,GADGET-X,10,2190.1,,
ORD000353,SENSOR-T1,2,770.26,,
ORD000354,GIZMO-PRO,2,400.72,,
ORD000355,BATTERY-AA,7,1903.23,,
ORD000356,PANEL-40W,10,1307.3,,
ORD000357,PANEL-40W,4,522.92,,
ORD000358,BATTERY-AA,7,1903.23,,
ORD000359,ADAPTER-USB-C,8,1210.4,,
ORD000360,SENSOR-T1,10,3851.3,,
ORD000361,CABLE-2M,5,2205.9,,
ORD000362,PANEL-40W,10,1307.3,,
ORD000363,WIDGET-A,10,3501.9,,
ORD000364,WIDGET-B,4,516.0,,
ORD000365,GIZMO-PRO,5,1001.8,,
ORD000366,WIDGET-B,3,387.0,,
ORD000367,GIZMO-PRO,3,601.08,,
ORD000368,BATTERY-AA,2,543.78,,
ORD000369,GADGET-X,1,219.01,,
ORD000370,CABLE-2M,8,3529.44,,
ORD000371,PANEL-40W,8,1045.84,,
ORD000372,SENSOR-T1,1,385.13,,
ORD000373,GIZMO-PRO,5,1001.8,inventory,order
ORD000374,SENSOR-T1,8,3081.04,,
ORD000375,WIDGET-B,4,516.0,,
ORD000376,SENSOR-T1,10,3851.3,,
ORD000377,GIZMO-PRO,7,1402.52,,
ORD000378,WIDGET-B,9,1161.0,,
ORD000379,GIZMO-PRO,3,601.08,,
ORD000380,SENSOR-T1,3,1155.39,order,
ORD000381,WIDGET-B,1,129.0,,
ORD000382,GADGET-X,5,1095.05,,
ORD000383,PANEL-40W,10,1307.3,,
ORD000384,SENSOR-T1,8,3081.04,,
ORD000385,WIDGET-B,8,1032.0,,
ORD000386,SENSOR-T1,7,2695.91,,
ORD000387,SENSOR-T1,9,3466.17,,
ORD000388,BATTERY-AA,8,2175.12,,
ORD000389,ADAPTER-USB-C,2,302.6,,
ORD000390,PANEL-40W,1,130.73,,
ORD000391,CABLE-2M,6,2647.08,,
ORD000392,PANEL-40W,5,653.65,,
ORD000393,WIDGET-A,2,700.38,,
ORD000394,GIZMO-PRO,10,2003.6,,
ORD000395,PANEL-40W,1,130.73,,
ORD000396,SENSOR-T1,10,3851.3,,
ORD000397,WIDGET-A,3,1050.57,order,
ORD000398,ADAPTER-USB-C,9,1361.7,,
ORD000399,ADAPTER-USB-C,5,756.5,,
ORD000400,GADGET-X,10,2190.1,,
ORD000401,CABLE-2M,8,3529.44,,
ORD000402,WIDGET-B,8,1032.0,,
ORD000403,MODULE-Z,7,2545.27,,
ORD000404,MODULE-Z,6,2181.66,,
ORD000405,WIDGET-B,3,387.0,,
ORD000406,MODULE-Z,7,2545.27,,
ORD000407,ADAPTER-USB-C,5,756.5,,
ORD000408,CABLE-2M,9,3970.62,,
ORD000409,WIDGET-A,8,2801.52,,
ORD000410,WIDGET-B,6,774.0,,
ORD000411,SENSOR-T1,6,2310.78,,
ORD000412,WIDGET-B,7,903.0,,
ORD000413,BATTERY-AA,1,271.89,,
ORD000414,BATTERY-AA,8,2175.12,inventory,
ORD000415,CABLE-2M,1,441.18,,
ORD000416,GIZMO-PRO,9,1803.24,,
ORD000417,MODULE-Z,10,3636.1,,
ORD000418,ADAPTER-USB-C,8,1210.4,,
ORD000419,WIDGET-A,4,1400.76,order,
ORD000420,SENSOR-T1,9,3466.17,,
ORD000421,GADGET-X,5,1095.05,,
ORD000422,ADAPTER-USB-C,8,1210.4,,
ORD000423,WIDGET-B,1,129.0,,
ORD000424,PANEL-40W,4,522.92,,
ORD000425,GADGET-X,5,1095.05,,
ORD000426,BATTERY-AA,1,271.89,,
ORD000427,BATTERY-AA,7,1903.23,,
ORD000428,WIDGET-B,4,516.0,,
ORD000429,WIDGET-B,8,1032.0,,
ORD000430,WIDGET-B,3,387.0,,
ORD000431,ADAPTER-USB-C,5,756.5,,
ORD000432,BATTERY-AA,5,1359.45,,
ORD000433,CABLE-2M,8,3529.44,,
ORD000434,ADAPTER-USB-C,4,605.2,,
ORD000435,ADAPTER-USB-C,9,1361.7,,
ORD000436,GADGET-X,7,1533.07,,
ORD000437,GIZMO-PRO,10,2003.6,,
ORD000438,BATTERY-AA,3,815.67,,
ORD000439,WIDGET-B,5,645.0,,
ORD000440,CABLE-2M,6,2647.08,,
ORD000441,BATTERY-AA,5,1359.45,,
ORD000442,WIDGET-A,5,1750.95,,
ORD000443,SENSOR-T1,10,3851.3,,
ORD000444,PANEL-40W,8,1045.84,,
ORD000445,GADGET-X,8,1752.08,,
ORD000446,BATTERY-AA,8,2175.12,,
ORD000447,MODULE-Z,6,2181.66,,
ORD000448,BATTERY-AA,9,2447.01,,
ORD000449,CABLE-2M,8,3529.44,,
ORD000450,MODULE-Z,4,1454.44,inventory,order
ORD000451,GIZMO-PRO,10,2003.6,,
ORD000452,CABLE-2M,4,1764.72,,
ORD000453,CABLE-2M,1,441.18,,
ORD000454,MODULE-Z,8,2908.88,,
ORD000455,CABLE-2M,7,3088.26,,
ORD000456,GADGET-X,8,1752.08,,
ORD000457,WIDGET-A,3,1050.57,,
ORD000458,BATTERY-AA,10,2718.9,,
ORD000459,MODULE-Z,2,727.22,,
ORD000460,ADAPTER-USB-C,2,302.6,,
ORD000461,BATTERY-AA,8,2175.12,,
ORD000462,WIDGET-A,3,1050.57,,
ORD000463,CABLE-2M,3,1323.54,,
ORD000464,WIDGET-B,8,1032.0,,
ORD000465,SENSOR-T1,6,2310.78,,
ORD000466,PANEL-40W,7,915.11,,
ORD000467,WIDGET-B,6,774.0,,
ORD000468,BATTERY-AA,7,1903.23,,
ORD000469,MODULE-Z,8,2908.88,,
ORD000470,BATTERY-AA,1,271.89,,
ORD000471,PANEL-40W,2,261.46,,
ORD000472,GIZMO-PRO,5,1001.8,,
ORD000473,GIZMO-PRO,2,400.72,,
ORD000474,CABLE-2M,2,882.36,,
ORD000475,WIDGET-B,8,1032.0,,
ORD000476,GADGET-X,5,1095.05,,
ORD000477,WIDGET-A,1,350.19,,
ORD000478,MODULE-Z,1,363.61,,
ORD000479,SENSOR-T1,6,2310.78,,
ORD000480,MODULE-Z,7,2545.27,,
ORD000481,GADGET-X,4,876.04,,
ORD000482,BATTERY-AA,7,1903.23,,
ORD000483,PANEL-40W,3,392.19,,
ORD000484,GADGET-X,3,657.03,,
ORD000485,WIDGET-B,10,1290.0,,
ORD000486,CABLE-2M,10,4411.8,,
ORD000487,GIZMO-PRO,8,1602.88,,
ORD000488,PANEL-40W,3,392.19,,
ORD000489,GIZMO-PRO,8,1602.88,,
ORD000490,SENSOR-T1,8,3081.04,,
ORD000491,SENSOR-T1,1,385.13,,
ORD000492,ADAPTER-USB-C,5,756.5,,
ORD000493,BATTERY-AA,3,815.67,,
ORD000494,WIDGET-B,8,1032.0,,
ORD000495,MODULE-Z,10,3636.1,,
ORD000496,SENSOR-T1,7,2695.91,,
ORD000497,SENSOR-T1,8,3081.04,,
ORD000498,SENSOR-T1,4,1540.52,,
ORD000499,CABLE-2M,8,3529.44,,
ORD000500,WIDGET-B,4,516.0,,
ORD000501,CABLE-2M,10,4411.8,,
ORD000502,MODULE-Z,10,3636.1,,
ORD000503,SENSOR-T1,5,1925.65,,
ORD000504,WIDGET-A,7,2451.33,,
ORD000505,SENSOR-T1,1,385.13,,
ORD000506,PANEL-40W,1,130.73,,
ORD000507,PANEL-40W,8,1045.84,,
ORD000508,SENSOR-T1,4,1540.52,,
ORD000509,PANEL-40W,6,784.38,,
ORD000510,GIZMO-PRO,4,801.44,,
ORD000511,PANEL-40W,5,653.65,,
ORD000512,GADGET-X,2,438.02,order,
ORD000513,WIDGET-A,5,1750.95,,
ORD000514,ADAPTER-USB-C,1,151.3,,
ORD000515,PANEL-40W,6,784.38,,
ORD000516,GADGET-X,2,438.02,,
ORD000517,SENSOR-T1,6,2310.78,,
ORD000518,CABLE-2M,3,1323.54,,
ORD000519,GIZMO-PRO,3,601.08,,
ORD000520,BATTERY-AA,6,1631.34,,
ORD000521,BATTERY-AA,9,2447.01,,
ORD000522,SENSOR-T1,3,1155.39,,
ORD000523,SENSOR-T1,8,3081.04,,
ORD000524,SENSOR-T1,6,2310.78,,
ORD000525,WIDGET-B,8,1032.0,,
ORD000526,WIDGET-B,3,387.0,,
ORD000527,GIZMO-PRO,7,1402.52,,
ORD000528,BATTERY-AA,6,1631.34,,
ORD000529,WIDGET-B,7,903.0,,
ORD000530,WIDGET-A,5,1750.95,,
ORD000531,BATTERY-AA,2,543.78,,
ORD000532,ADAPTER-USB-C,6,907.8,,
ORD000533,SENSOR-T1,10,3851.3,,
ORD000534,CABLE-2M,6,2647.08,,
ORD000535,WIDGET-B,4,516.0,,
ORD000536,ADAPTER-USB-C,1,151.3,,
ORD000537,PANEL-40W,9,1176.57,,
ORD000538,MODULE-Z,10,3636.1,,
ORD000539,GIZMO-PRO,2,400.72,,
ORD000540,ADAPTER-USB-C,5,756.5,,
ORD000541,CABLE-2M,2,882.36,,
ORD000542,GADGET-X,1,219.01,,
ORD000543,WIDGET-A,5,1750.95,,
ORD000544,ADAPTER-USB-C,2,302.6,,
ORD000545,WIDGET-B,4,516.0,,
ORD000546,BATTERY-AA,3,815.67,,
ORD000547,CABLE-2M,8,3529.44,,
ORD000548,MODULE-Z,9,3272.49,,
ORD000549,CABLE-2M,10,4411.8,,
ORD000550,GADGET-X,7,1533.07,,
ORD000551,WIDGET-B,8,1032.0,,
ORD000552,PANEL-40W,7,915.11,,
ORD000553,SENSOR-T1,1,385.13,,
ORD000554,MODULE-Z,4,1454.44,,
ORD000555,ADAPTER-USB-C,8,1210.4,,
ORD000556,GIZMO-PRO,6,1202.16,,
ORD000557,WIDGET-B,6,774.0,,
ORD000558,BATTERY-AA,6,1631.34,,
ORD000559,WIDGET-A,7,2451.33,,
ORD000560,SENSOR-T1,4,1540.52,,
ORD000561,WIDGET-B,8,1032.0,,
ORD000562,WIDGET-B,4,516.0,,
ORD000563,PANEL-40W,1,130.73,,
ORD000564,WIDGET-A,6,2101.14,,
ORD000565,GIZMO-PRO,3,601.08,,
ORD000566,PANEL-40W,4,522.92,,
ORD000567,WIDGET-B,9,1161.0,inventory,order
ORD000568,GIZMO-PRO,10,2003.6,,
ORD000569,GIZMO-PRO,4,801.44,,
ORD000570,MODULE-Z,3,1090.83,,
ORD000571,PANEL-40W,1,130.73,,
ORD000572,SENSOR-T1,3,1155.39,order,inventory
ORD000573,GADGET-X,9,1971.09,,
ORD000574,SENSOR-T1,3,1155.39,,
ORD000575,WIDGET-B,1,129.0,,
ORD000576,GADGET-X,1,219.01,,
ORD000577,MODULE-Z,4,1454.44,,
ORD000578,PANEL-40W,6,784.38,,
ORD000579,WIDGET-A,3,1050.57,,
ORD000580,SENSOR-T1,1,385.13,,
ORD000581,GADGET-X,7,1533.07,,
ORD000582,BATTERY-AA,2,543.78,,
ORD000583,WIDGET-B,8,1032.0,,
ORD000584,ADAPTER-USB-C,6,907.8,,
ORD000585,BATTERY-AA,10,2718.9,,
ORD000586,WIDGET-B,8,1032.0,order,inventory
ORD000587,BATTERY-AA,4,1087.56,,
ORD000588,PANEL-40W,1,130.73,,
ORD000589,BATTERY-AA,5,1359.45,,
ORD000590,ADAPTER-USB-C,1,151.3,,
ORD000591,WIDGET-A,8,2801.52,,
ORD000592,CABLE-2M,7,3088.26,,
ORD000593,WIDGET-B,8,1032.0,,
